A,C,D,H,I,O,T
young,none,0.0,none,107.944316163814,47.421728089123,283.207247578393
young,none,0.0,none,111.665835000683,77.2975269687153,302.804305416544
young,none,0.0,none,74.6083281812869,57.6665417083013,254.238034010058
young,none,0.0,none,95.765232229959,42.5173887677638,257.483920406521
old,none,0.0,none,32.9791872871974,385.282725248349,551.00251457543
adult,none,0.0,none,143.902212379108,190.317460506048,451.288440637103
young,none,0.0,none,125.976471798341,56.0170806844467,299.216693420579
young,none,0.0,none,82.4816722677964,64.697052471383,279.215479843527
young,none,1.34710239991857,any,510.578431347679,48.3631226776054,698.987436972342
adult,none,0.0,none,78.6025076127446,199.902745443655,409.721987430911
young,none,0.0,none,91.033969854418,69.4209710484174,281.995951237923
adult,mild,0.0,none,143.069969876339,155.100790898154,426.813551991647
adult,none,3.46430683555628,any,1121.1092801448,187.288528196276,1436.32913608203
adult,none,5.18651836760294,any,1622.80178500774,156.751111882454,1932.17641116474
young,none,0.0,none,84.9959379456237,48.2457222892117,265.064090365607
adult,none,0.0,none,142.084590751735,174.384778649309,435.834129645568
young,none,0.0,none,75.7095771524649,65.8654775011386,245.955669104093
young,none,0.0,none,98.3301157464078,43.944725839793,281.877248470744
adult,severe,2.07662445955855,any,1847.45098542857,144.898424820166,2167.86295056683
adult,none,3.03037961042048,any,1048.21770799865,142.044366394325,1328.59322894528
young,none,0.0,none,87.5866223766646,62.3774697217749,274.468174415355
adult,none,0.0,none,122.509619901533,162.413252115715,409.599222163301
adult,mild,2.47137316047735,any,1510.92776912085,192.350700421079,1874.5255243398
adult,none,0.0,none,119.745942326092,211.914207638844,467.210499122027
adult,none,5.07165024952799,any,1590.48414954417,168.421557431163,1934.30885148492
young,none,0.0,none,121.322986982485,65.680246168455,307.83346226561
adult,none,0.0,none,127.132807399281,132.275748643942,390.414720890107
adult,none,0.0,none,76.2066687484054,193.119790002727,387.789352987785
old,mild,0.0,none,182.146524374996,285.300344127182,626.377973942743
adult,none,3.50448611421567,any,1111.98267647901,196.197509654813,1444.82492482096
adult,mild,0.0,none,33.5039108481084,189.17340561587,357.499350441706
old,severe,9.90523159224991,any,8028.73354460774,342.80247127827,8662.2132501052
adult,none,0.0,none,79.4350898402394,179.45617722299,388.383224414387
young,none,0.0,none,99.2081562944442,57.5981867269871,292.334337870195
young,none,0.0,none,68.7714967220474,70.6489227316104,272.77021839585
young,none,0.0,none,122.444760496239,53.4320732071489,288.106774864419
old,severe,6.81848157630093,any,5589.55366686905,341.29597085827,6157.74693155478
young,none,0.217599098456504,any,187.521559274624,44.9846497030246,365.901916513753
young,none,0.0,none,69.3572864038009,46.8650956817286,249.013784172729
young,none,0.0,none,55.6748596812284,49.1624354625741,228.35291370552
old,mild,0.0,none,28.550839467493,352.812906872832,519.008321010193
young,none,0.621052860129906,any,318.589368153144,69.0574536230359,511.359111658211
adult,none,0.0,none,113.81523002443,155.607507411337,405.802236834647
young,none,0.0,none,53.6610190992593,46.7334127430105,242.386924294794
young,none,0.0,none,102.671497846327,40.3760522251477,279.810118868463
young,none,0.0,none,88.3269214574139,52.0612292635668,270.040495900465
adult,none,0.0,none,51.1747791426247,147.827816304019,340.517957150359
young,none,0.0,none,85.0034747453791,63.5524300511464,280.493293126323
adult,severe,0.0,none,190.060649571727,190.227926008621,504.669535392003
adult,none,4.12319531411264,any,1363.70985532664,147.044348642216,1667.708503811
young,none,0.0,none,117.10677738086,66.4121565457986,301.036977676887
adult,none,2.93510475151674,any,981.653307789887,189.452859506967,1311.26493198389
young,none,0.0,none,96.1817825768442,60.0423033591308,279.309132231311
old,mild,0.0,none,64.0220666684592,406.852871397086,611.289513334634
adult,none,0.0,none,135.684872808452,190.823159126702,464.790782724872
adult,none,0.0,none,85.743131032911,191.674317240321,416.417091429255
adult,severe,0.0,none,104.9852719418,214.124161454963,438.21229013924
young,none,0.0,none,97.4431349698526,61.3704724799825,289.996106733497
adult,none,0.0,none,131.569497518349,186.794297824705,467.828288339802
old,severe,0.0,none,188.81622683228,384.723572565242,723.288606749901
adult,none,4.74147749567373,any,1565.14468021665,178.422100822087,1900.73366147569
adult,mild,0.0,none,68.6170053801732,193.93838212505,379.037326560721
young,none,0.0,none,142.389173097822,65.0826779928213,333.594181718785
young,none,0.0,none,114.975494910947,54.4656606510322,297.730469369735
young,none,0.0,none,107.68949738303,64.5298590108251,294.749825385391
old,none,5.51192104793607,any,1742.95858413442,325.237957767161,2246.73062521215
adult,none,0.0,none,97.0054108581011,170.428573155395,387.211111545622
young,none,0.0,none,137.047050912853,68.2092340773388,311.092596009771
adult,none,0.0,none,126.918853316374,197.649352686646,460.498406656012
young,none,0.0,none,141.043162174881,49.285104794976,312.645491604189
young,none,1.26169732941454,any,470.380439580385,61.156684155638,672.904741577561
old,mild,6.8766252581691,any,3847.33482335994,394.779225808257,4466.83539877509
old,none,0.0,none,67.356241133138,341.1506786051,543.020244750293
old,mild,0.0,none,65.295815569889,359.769483975912,558.593506601548
old,mild,0.0,none,126.541724801642,414.062517123587,680.133967381445
adult,none,0.0,none,97.2258072075102,189.459855290091,422.741106908442
adult,none,5.42133847948875,any,1722.73840375335,190.282270562079,2075.23051403717
old,none,7.12433569354854,any,2204.93784474504,439.626844213596,2836.05066790461
young,none,0.0,none,97.497136017892,52.804235321305,285.012135115724
adult,none,0.0,none,102.541113184955,174.048605701626,383.930078237044
adult,severe,0.0,none,109.049041351343,158.795856629757,390.920457264513
adult,none,0.0,none,83.119322174302,130.58880429498,337.607762504111
adult,none,4.78382323102682,any,1581.19811352831,200.593659593841,1951.67499003262
adult,none,0.0,none,56.642306402332,164.368009071211,364.859183308047
adult,none,0.0,none,129.44713704938,168.641871848718,424.974116699289
old,mild,0.0,none,88.9023301595455,386.745494628452,599.929657698247
young,none,0.0,none,116.727401676923,58.8294688973596,308.579014639308
old,mild,6.4451045882434,any,3633.26028725321,436.998223878956,4284.9919899369
adult,none,0.0,none,102.233792255796,190.401099679458,412.757008429535
young,none,0.0,none,110.064646165806,54.7638120772541,291.798515204299
young,none,0.0,none,104.029315245164,64.1106523904258,287.270343651285
adult,mild,0.0,none,129.510966536703,171.869158090257,439.660914223408
adult,none,4.04421607343872,any,1309.6070645466,167.523350307202,1638.01889546982
old,mild,0.0,none,208.639917250514,348.977735502725,710.323243984275
old,mild,5.50877544276493,any,3130.58026309368,340.76205556316,3671.63917812513
old,none,7.05935981616915,any,2188.96518600087,338.002804214002,2695.17531215821
adult,mild,3.00629416298177,any,1777.76817447063,180.60462374947,2117.72221078058
adult,mild,0.0,none,66.872050549143,156.96720425299,334.38697464617
old,severe,7.42140129155692,any,6066.4794215027,412.696655215978,6754.03493079952
old,none,0.0,none,79.7238735904323,318.485436070323,547.434770013567
adult,none,4.81720767050856,any,1517.05942691505,180.912913746798,1859.30335482334
adult,mild,3.81044538980896,any,2225.79409182155,160.534530178543,2568.44148788307
adult,none,0.0,none,92.3613619124143,193.366066292167,402.058178390992
adult,mild,0.0,none,82.7564827237244,198.641135884594,437.427700825041
young,none,1.41937918507098,any,484.099305389873,61.207836537361,652.750002662721
adult,none,5.09796545974752,any,1638.718999537,168.893956690263,1971.21732587433
adult,none,4.85521422271388,any,1554.23618451392,169.295654359326,1886.0943968737
adult,mild,0.0,none,70.461829730867,168.257820088978,368.822430435264
old,mild,0.0,none,108.878033057483,391.090127386212,638.75658509502
adult,none,4.28079088858752,any,1359.00767868725,198.158448481806,1711.41346709901
adult,none,0.0,none,124.212364340777,163.916651383761,418.671896256652
young,none,0.0,none,50.0192306867898,78.9625119524168,248.676336866828
adult,none,3.52588270601213,any,1159.98402179017,189.415705515997,1496.64824463494
adult,none,0.0,none,77.8306573997986,184.049025297046,390.823560974538
adult,mild,0.0,none,108.850601616835,180.529664233376,415.815050873926
adult,none,0.0,none,107.436748841846,168.591730701463,420.27492653072
adult,none,4.33575939422459,any,1399.47344862354,193.131487494109,1749.62477376349
adult,none,0.0,none,96.3192546227295,174.470600449832,401.528745482924
old,mild,7.35477856902705,any,4157.2333293648,439.738464222394,4826.93755925014
adult,none,0.0,none,81.9776456661077,152.524371212818,367.946641282252
old,none,0.0,none,100.54199580324,318.827928654909,561.323742783327
adult,none,0.0,none,94.2848722892859,163.792732846259,383.815250020805
adult,none,0.0,none,121.498678631677,157.236210564499,402.582810638215
old,mild,0.0,none,226.770060499063,296.265250381232,649.089046291108
adult,mild,0.0,none,115.385383354942,177.998722551592,443.398969077206
old,severe,6.76159755473225,any,5465.72112459272,350.067103381493,6069.52188363185
old,none,7.98739987813322,any,2532.17902718728,371.460701468238,3098.93376383923
young,none,0.0,none,87.1722375225704,57.5065211191652,275.230651652532
adult,severe,0.0,none,11.8232010698599,170.56335386327,314.618077326084
adult,mild,4.02444011225815,any,2371.04540596108,148.115480436792,2700.53048537863
old,none,0.0,none,130.512419760849,334.887070420663,608.553927000005
adult,none,0.0,none,80.9877818784681,185.436236272254,395.120469589229
young,none,0.0,none,82.6702259560536,56.5088470245847,243.749714784236
old,none,0.0,none,164.797739227344,349.331618226697,659.064658952899
old,mild,0.0,none,21.9152012466268,345.387314710902,497.157486622357
adult,none,0.0,none,115.0531801489,214.017736660539,468.063468814032
adult,none,0.0,none,85.8534057708908,176.192584581101,396.601667793825
adult,mild,4.3704505529383,any,2457.06576265967,162.409506023416,2780.24596404625
young,mild,0.0,none,101.805133943861,64.2898523448286,292.926950411914
young,none,0.0,none,86.2695193446903,56.179083630754,267.031858894302
old,mild,0.0,none,116.665426999276,387.575563222623,635.747406704382
young,severe,0.0,none,210.351002417611,46.0686812429731,376.007315614816
old,mild,0.0,none,92.5355539803812,314.080186165046,542.684818975875
old,none,0.0,none,104.516598884189,311.353836015071,561.759753859993
young,none,0.802663121379608,any,310.908749924206,62.8569085176915,500.34199636329
adult,none,0.0,none,163.154595076212,174.195110409957,456.965301547861
adult,mild,0.0,none,124.899120152584,174.457268050486,407.519821525806
adult,none,0.0,none,93.5871366399679,159.162835717697,372.690603664547
adult,none,0.0,none,122.972324815588,178.470475408868,426.838292988669
young,none,0.0,none,159.022125254422,53.1775334807543,321.796715248818
adult,none,0.0,none,96.9368693339018,133.76868055168,350.437362231269
young,none,0.0,none,81.1535598112141,54.4851052666488,264.935311747528
adult,none,0.0,none,93.9954174954319,178.566708530836,413.52795868091
young,none,0.0,none,83.8604486987942,60.6083965431001,281.052185357208
old,mild,9.5845778607882,any,5365.73981221157,373.846691006064,5987.07866091243
adult,mild,0.0,none,156.443604369132,173.419389691947,459.975561260593
adult,none,0.0,none,81.6702330123864,159.727191811692,374.615240005782
young,none,0.0,none,45.0481163339579,56.1127804014652,221.783801397051
adult,none,0.0,none,75.1907469094194,196.122251405006,393.037253086214
adult,none,0.0,none,101.344079957745,166.712972864868,406.714909404648
young,mild,0.399868311034336,any,320.270920329113,62.172393773531,515.50926569456
adult,none,4.05711044743336,any,1301.61942777116,217.610880854089,1678.04008661174
adult,mild,0.0,none,58.0729877788149,160.487825557557,336.671994975441
adult,none,0.0,none,121.746888360963,132.615381432184,394.627676572181
adult,none,0.0,none,139.558803983637,172.320431533212,434.110756093211
adult,none,0.0,none,86.6489924015852,152.967470989971,390.064513348876
young,mild,0.0,none,152.994435980578,60.5568163488864,332.875148941253
young,none,0.0,none,109.251262788262,57.9741719437935,284.919809504788
young,none,0.0,none,79.208983586135,65.8442694982448,289.850759419075
adult,none,0.0,none,124.896386478168,196.276552781069,450.996185760576
young,none,0.0,none,97.2932163106951,65.3371052445442,284.902963562092
young,none,0.0,none,43.4747308594951,76.6685075163,237.62918342436
adult,none,5.28412918840745,any,1671.51013760889,176.872798063795,2010.83759476581
adult,none,0.0,none,106.333790195468,177.131757175864,417.850647660841
young,none,0.0,none,83.0658712229684,82.9738628963747,291.821937155774
adult,none,0.0,none,135.841672011123,168.858932962906,436.368306250769
young,mild,0.0,none,116.126351851144,83.0447432475499,332.264523708095
young,none,0.0,none,109.630509553912,58.9442592183548,307.809954755879
young,none,0.0,none,60.4421803376393,53.886135586238,239.317371586117
adult,none,5.35263801829554,any,1710.28437448122,152.788685091816,2005.11184851945
young,none,0.0,none,35.8002505088089,38.8749845575114,203.099325805982
adult,none,0.0,none,71.4385098357239,204.709697675045,413.279944676278
adult,none,0.0,none,112.814617251599,155.310843541304,387.873482864993
old,none,0.0,none,105.863080883812,378.899534906043,603.181057484516
adult,none,0.0,none,93.4406849340934,155.493248031383,387.001426110794
young,none,0.0,none,66.2680934867625,57.0471830046316,246.719650462826
young,none,0.0,none,31.480106623206,55.3584693031714,197.131576901571
young,none,0.0,none,117.612347434579,55.3994313112095,299.713043363895
adult,none,0.0,none,84.3002071772391,212.577484807602,439.524967522543
young,none,0.0,none,123.715294474109,62.1274818445523,321.548908629332
adult,none,3.80926062430707,any,1178.19561037224,190.853761287379,1518.70836586985
young,none,0.0,none,107.603124610754,77.5099310794067,320.067220361462
adult,none,0.0,none,118.398671249198,186.913005108012,431.52153749371
young,none,0.0,none,106.134509851501,61.7438387665964,298.382237917422
young,none,0.0,none,77.497762761512,65.1560482493313,243.676304688365
adult,none,3.01971644928219,any,1010.48251726955,193.103510006758,1344.12129820075
young,none,0.0,none,96.6108999075208,54.6063101935456,276.883411990106
young,none,0.0,none,149.306348616497,58.0729528107161,334.330763692803
young,none,0.0,none,124.199374364326,50.4980071161433,300.724996233687
adult,none,3.94581393786225,any,1222.44108856275,170.316416434576,1547.18803237938
