,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
3773,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,PC,PC,PC,Cloudy,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,Increasing,SIG,Jul16_Aug10,B,AB,Stifling,LessThanAve,LessThanAve,ABI,LILt_8,Stability,MoreUnstable,MoreUnstable,B,PartInhibit,Unfavorable,None,B,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Dry,Steep,OtherRapid,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
4635,Down,StronUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,None,Moderate,Strong,C,SVR,SVR,SVR,Other,Steep,Dry,Steep,NoMajor,Other,E_W_S,NegToPos,Other,NWQuad,LVorOther,LongAnticyc
3161,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,Wet,Clear,Clear,Clear,PC,None,None,StrongWest,None,Weak,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,B,AB,Stifling,Average,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,SVR,SVR,SVR,LowMtsHighPl,Stable,VeryMoist,Steep,NoMajor,Other,DenvCyclone,NegToPos,Moving,LV,LVorOther,DenvCyclone
2659,Down,Neutral,WeakUp,Down,Down,Dry,Wet,Neutral,Dry,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,LILt_8,Neutral,MoreUnstable,MoreUnstable,GJ,None,Unfavorable,None,G,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,Other,PosToNeg,None,SWQuad,Westerly,WidespdDnsl
4615,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Wet,Wet,Wet,Clear,PC,Clear,Clear,None,None,StrongWest,None,Strong,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Moderate,Moderate,C,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,Steep,StrongFront,DryMMoistL,E_W_N,NegToPos,Moving,AllElse,Westerly,LongAnticyc
4628,WeakUp,WeakUp,Down,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,Average,GJ,None,Strong,Strong,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,DryLine,LittleChange,None,NWQuad,LVorOther,LV
2451,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Wet,PC,PC,Cloudy,PC,Strong,Strong,DCVZFavor,Weak,Strong,Strong,Marked,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug20_Sep15,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Neutral,Average,LessUnstable,GJ,Stifling,Unfavorable,None,G,XNIL,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,LV
2846,WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Wet,VeryWet,PC,Clear,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,May15_Jun14,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LILt_8,Stability,LessUnstable,LessUnstable,D,PartInhibit,Strong,Strong,D,SIG,SIG,SIG,LowNHighS,Steep,VeryMoist,ModerateOrLe,StrongFront,Other,DryLine,PosToNeg,None,SWQuad,Westerly,DenvCyclone
1144,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,Cloudy,Clear,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,None,Strong,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jun15_Jul1,J,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,Slight,J,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,LV,LVorOther,SEQuad
3078,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Clear,PC,PC,Weak,Weak,Westerly,None,None,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug11_Aug20,E,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,None,Moderate,Strong,E,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,PosToNeg,None,SWQuad,Westerly,E_NE
1103,Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,PC,Clear,PC,PC,Weak,Strong,Westerly,Strong,Weak,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,B,None,Moderate,Moderate,B,SIG,SIG,SIG,HighEvrywher,Steep,Average,ModerateOrLe,NoMajor,Other,DenvCyclone,LittleChange,Moving,LV,LVorOther,SEQuad
168,StrongUp,Neutral,StrongUp,WeakUp,WeakUp,Dry,Dry,Wet,Wet,PC,PC,PC,PC,None,None,Other,None,Weak,None,None,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Jun15_Jul1,B,AB,Stifling,Average,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,None,Strong,Strong,B,SIG,SIG,SIG,LowNHighS,Stable,Average,ModerateOrLe,NoMajor,Other,DenvCyclone,PosToNeg,QStationary,LV,LVorOther,SEQuad
1670,Down,WeakUp,Down,Down,Down,Neutral,Dry,Dry,Dry,PC,Clear,PC,PC,Weak,Strong,StrongWest,Strong,None,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,Strong,B,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,Steep,NoMajor,Other,DenvCyclone,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
2570,Neutral,Neutral,StrongUp,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Other,Weak,Strong,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,Average,K,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,None,Weak,Moderate,K,XNIL,XNIL,SVR,LowMtsHighPl,ModerateOrLe,Dry,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,None,AllElse,LVorOther,E_NE
2377,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Wet,Wet,Neutral,PC,PC,PC,PC,Strong,Strong,Other,Weak,Weak,Strong,None,LittleChange,LittleChange,StrongPos,LittleChange,SVR,Aug11_Aug20,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Neutral,Average,Average,GJ,None,Moderate,Strong,G,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,SigPositive,None,NWQuad,LVorOther,WidespdDnsl
4395,WeakUp,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,LessUnstable,GJ,PartInhibit,Weak,None,J,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LongAnticyc
4257,Neutral,Down,WeakUp,Down,Down,Neutral,Wet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,I,CThruK,Stifling,Average,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,None,Moderate,Moderate,I,XNIL,XNIL,SIG,Other,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,NegToPos,QStationary,SWQuad,Westerly,E_NE
3862,Down,Neutral,WeakUp,Down,Down,Dry,Neutral,Dry,Dry,PC,Clear,PC,PC,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug11_Aug20,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,D,PartInhibit,Moderate,Slight,D,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_S,NegToPos,Moving,SWQuad,Westerly,WidespdDnsl
23,Down,Down,Neutral,Down,Down,Wet,Dry,Dry,Dry,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jul16_Aug10,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,K,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,StrongFront,DryMMoistL,E_W_N,LittleChange,QStationary,AllElse,Westerly,WidespdDnsl
2633,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Dry,Dry,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Weak,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Slight,K,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Dry,Steep,StrongFront,Other,MovingFtorOt,PosToNeg,None,SWQuad,Westerly,LongAnticyc
3340,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Weak,DCVZFavor,Weak,Weak,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul2_Jul15,J,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,Stifling,Moderate,Slight,J,XNIL,XNIL,XNIL,LowAtStation,Stable,Dry,ModerateOrLe,NoMajor,MoistMDryL,None,PosToNeg,None,LV,LVorOther,SEQuad
2215,WeakUp,Neutral,StrongUp,StrongUp,StrongUp,Dry,Neutral,Dry,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,F,CThruK,PartInhibit,LessThanAve,LessThanAve,F,N5GtLIGt_8,Stability,MoreUnstable,Average,ACEFK,Stifling,Moderate,None,F,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,LV
3682,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,Clear,Clear,Clear,PC,Weak,Strong,Westerly,None,None,None,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul2_Jul15,G,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Stability,Average,MoreUnstable,GJ,None,Unfavorable,None,G,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,SigPositive,None,NWQuad,Westerly,WidespdDnsl
4724,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,PC,PC,PC,PC,Strong,Strong,Other,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul16_Aug10,B,AB,PartInhibit,Average,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,Other,AllElse,Westerly,DenvCyclone
1907,Down,StronUp,StrongUp,WeakUp,WeakUp,Dry,VeryWet,Neutral,Wet,PC,Clear,PC,PC,None,Weak,DCVZFavor,Weak,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,None,Weak,None,K,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,StrongFront,Other,None,LittleChange,Other,LV,Westerly,LongAnticyc
84,Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,PC,PC,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,Stifling,Unfavorable,None,E,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,MovingFtorOt,LittleChange,None,AllElse,LVorOther,DenvCyclone
227,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,Wet,PC,Clear,Clear,Clear,Weak,Weak,StrongWest,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,Increasing,SIG,May15_Jun14,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,C,SVR,SVR,SVR,LowEvrywhere,ModerateOrLe,Dry,Steep,StrongFront,Other,E_W_N,LittleChange,Other,NWQuad,Westerly,LongAnticyc
296,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Jun15_Jul1,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,Average,GJ,PartInhibit,Moderate,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,DryLine,PosToNeg,None,AllElse,Westerly,WidespdDnsl
1001,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,PC,Clear,Clear,None,None,StrongWest,None,Strong,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul2_Jul15,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,GJ,PartInhibit,Moderate,Moderate,J,SIG,SIG,SIG,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
2138,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,PC,PC,PC,PC,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Strong,Slight,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Dry,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,None,LV,LVorOther,LV
711,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Strong,Strong,Other,None,None,None,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,None,C,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,Steep,MarkedUpper,Other,E_W_S,LittleChange,Other,AllElse,Westerly,LongAnticyc
2801,WeakUp,StronUp,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Dry,Cloudy,Clear,Clear,Clear,None,Weak,StrongWest,Weak,Strong,Strong,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,B,None,Weak,Moderate,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Average,Steep,OtherRapid,Other,DenvCyclone,PosToNeg,Moving,NWQuad,LVorOther,DenvCyclone
2527,WeakUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Neutral,PC,PC,PC,PC,Weak,Strong,Westerly,None,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,GJ,None,Weak,Slight,J,SIG,SIG,SIG,LowAtStation,Stable,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
3752,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,PC,PC,PC,PC,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,H,CThruK,None,LessThanAve,LessThanAve,H,LIGt0,Stability,Average,Average,HI,None,Weak,Strong,H,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,None,SWQuad,Westerly,E_NE
3321,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jun15_Jul1,G,CThruK,Stifling,MoreThanAve,Average,G,N5GtLIGt_8,Neutral,Average,LessUnstable,GJ,Stifling,Strong,Strong,G,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,None,LittleChange,None,LV,Westerly,LongAnticyc
3181,StrongUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Clear,Cloudy,Clear,Clear,None,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,May15_Jun14,B,AB,Stifling,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,TotalInhibit,Weak,Slight,B,SIG,SIG,SVR,LowNHighS,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,Westerly,DenvCyclone
4183,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jun15_Jul1,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,PartInhibit,Strong,Strong,B,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,MovingFtorOt,PosToNeg,Moving,AllElse,LVorOther,DenvCyclone
1615,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,K,CThruK,None,LessThanAve,Average,K,LIGt0,Stability,Average,LessUnstable,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,SIG,LowAtStation,Steep,Average,CloseToDryAd,MarkedUpper,DryMMoistL,Other,SigPositive,Other,AllElse,Westerly,LongAnticyc
3024,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Neutral,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Moderate,K,SVR,SVR,SVR,LowSHighN,ModerateOrLe,VeryMoist,Steep,StrongFront,DryMMoistL,E_W_N,NegToPos,Other,AllElse,Westerly,WidespdDnsl
1413,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Wet,VeryWet,PC,Clear,Cloudy,Cloudy,Weak,Weak,StrongWest,None,Weak,None,None,DecCapIncIns,Decreasing,WeakPos,Decreasing,XNIL,Jun15_Jul1,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,VeryMoist,Steep,NoMajor,Other,None,LittleChange,None,SWQuad,Westerly,LongAnticyc
763,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,PosToNeg,Moving,NWQuad,Westerly,E_NE
655,StrongUp,Neutral,Down,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,LessUnstable,D,None,Moderate,Moderate,D,XNIL,XNIL,SVR,LowMtsHighPl,Steep,Dry,Steep,StrongFront,MoistMDryL,DryLine,NegToPos,Other,SWQuad,Westerly,DenvCyclone
4797,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Dry,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jun15_Jul1,A,AB,None,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,A,SVR,SVR,SVR,LowSHighN,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,None,PosToNeg,Moving,SWQuad,Westerly,E_NE
3849,Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Dry,VeryWet,Wet,PC,PC,PC,PC,None,None,StrongWest,None,Weak,Strong,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Dry,ModerateOrLe,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,Westerly,LV
4153,Down,Neutral,Neutral,Down,Down,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,Neutral,Increasing,XNIL,Aug11_Aug20,D,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,D,PartInhibit,Moderate,None,D,SVR,SVR,SVR,LowSHighN,Steep,Dry,Steep,NoMajor,DryMMoistL,DryLine,SigNegative,Other,NWQuad,Westerly,LongAnticyc
468,StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Dry,Wet,Wet,PC,Clear,PC,PC,Weak,Strong,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,ACEFK,None,Weak,None,E,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Average,Steep,OtherRapid,Other,None,LittleChange,None,AllElse,LVorOther,WidespdDnsl
157,Down,Neutral,Neutral,Down,Down,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Slight,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,LVorOther,LongAnticyc
1295,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,Wet,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,B,Stifling,Weak,None,B,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,E_W_S,LittleChange,Other,SWQuad,LVorOther,E_NE
