"","dm_1","foto_1","straaling_1","temp_1","lai_1","meldug_1","lai_0","dm_2","foto_2","straaling_2","temp_2","lai_2","meldug_2","dm_3","foto_3","straaling_3","temp_3","lai_3","meldug_3","dm_4","foto_4","straaling_4","temp_4","lai_4","meldug_4","mikro_1","middel_1","mikro_2","middel_2","mikro_3","middel_3","nedboer_1","nedboer_2","nedboer_3","udbytte"
"44","0_12_kg_m2","0_30_kg_m2","___150_MJ_m2","___13_0_C","2_5___3_5","25___50_%","4_5___5_5","0_32_kg_m2","0_35_kg_m2","150___199_MJ_m2","___13_0_C","1_5___2_5","25___50__","0_40_kg_m2","0_30_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_5___1__","0_28_kg_m2","0_00_kg_m2","300___349_MJ_m2","____17_0_C","0_0___0_5","2___6__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_l_ha","2___3","2___3","____4","23___25_hkg_ha"
"45","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01_%","4_5___5_5","0_54_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_06_kg_m2","0_95_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_14_kg_m2","0_35_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_l_ha","2___3","2___3","0___1","95___97_hkg_ha"
"46","0_36_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","0_01___0_5_%","5_5___6_5","0_58_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","___6_5","0_00___0_01__","0_98_kg_m2","0_80_kg_m2","___300_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_08_kg_m2","0_40_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","____4","2___3","91___93_hkg_ha"
"47","0_24_kg_m2","0_45_kg_m2","200___249_MJ_m2","____17_0_C","2_5___3_5","25___50_%","4_5___5_5","0_52_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","2___6__","0_70_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","10___25__","0_58_kg_m2","0_00_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","2___3","2___3","____4","49___51_hkg_ha"
"48","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","6___10_%","4_5___5_5","0_50_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","0_01___0_5__","0_92_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_08_kg_m2","0_45_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_l_ha","2___3","2___3","0___1","91___93_hkg_ha"
"49","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","___13_0_C","___6_5","0_00___0_01_%","5_5___6_5","0_74_kg_m2","0_75_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_18_kg_m2","0_90_kg_m2","300___349_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_36_kg_m2","0_50_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_l_ha","T_rt_og_koldt","0_50_l_ha","____4","____4","2___3","115___117_hkg_ha"
"50","0_28_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_5___1_%","3_5___4_5","0_52_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_96_kg_m2","0_90_kg_m2","____400_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_16_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","2___3","____4","____4","99___101_hkg_ha"
"51","0_36_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","6___10_%","4_5___5_5","0_72_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","0_01___0_5__","1_12_kg_m2","0_80_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_10_kg_m2","0_25_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","____4","____4","0___1","91___93_hkg_ha"
"52","0_22_kg_m2","0_40_kg_m2","___150_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","5_5___6_5","0_62_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","1___2__","1_06_kg_m2","0_80_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_20_kg_m2","0_45_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","____4","____4","2___3","101___103_hkg_ha"
"53","0_30_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","2___6_%","4_5___5_5","0_54_kg_m2","0_50_kg_m2","150___199_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","1_02_kg_m2","0_95_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_14_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","0___1","2___3","____4","95___97_hkg_ha"
"54","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","25___50_%","___6_5","0_46_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5__","0_98_kg_m2","1_00_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_5___1__","1_16_kg_m2","0_50_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","0___1","2___3","2___3","97___99_hkg_ha"
"55","0_08_kg_m2","0_25_kg_m2","___150_MJ_m2","13_0___14_9_C","1_5___2_5","6___10_%","2_5___3_5","0_20_kg_m2","0_30_kg_m2","200___249_MJ_m2","13_0___14_9_C","0_5___1_5","10___25__","0_34_kg_m2","0_35_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_5___1__","0_42_kg_m2","0_25_kg_m2","___300_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","____4","____4","2___3","35___37_hkg_ha"
"56","0_28_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","2___6_%","5_5___6_5","0_64_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","6___10__","1_06_kg_m2","0_80_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_5___1__","1_24_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","0___1","____4","0___1","105___107_hkg_ha"
"57","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","___13_0_C","4_5___5_5","2___6_%","4_5___5_5","0_66_kg_m2","0_70_kg_m2","200___249_MJ_m2","___13_0_C","4_5___5_5","0_00___0_01__","1_18_kg_m2","0_95_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_40_kg_m2","0_60_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_75_l_ha","0___1","0___1","____4","119___121_hkg_ha"
"58","0_16_kg_m2","0_35_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","25___50_%","3_5___4_5","0_36_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","0_5___1__","0_78_kg_m2","0_80_kg_m2","____400_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","1_02_kg_m2","0_55_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_50_l_ha","0___1","____4","____4","85___87_hkg_ha"
"59","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","____17_0_C","3_5___4_5","0_5___1_%","3_5___4_5","0_58_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_10_kg_m2","0_95_kg_m2","350___399_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_14_kg_m2","0_40_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","0___1","____4","97___99_hkg_ha"
"60","0_44_kg_m2","0_75_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","2___6_%","___6_5","0_50_kg_m2","0_25_kg_m2","200___249_MJ_m2","13_0___14_9_C","0_5___1_5","50___100__","0_44_kg_m2","0_10_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","50___100__","0_30_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","6___10__","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_l_ha","____4","____4","____4","25___27_hkg_ha"
"61","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","25___50_%","4_5___5_5","0_58_kg_m2","0_60_kg_m2","____250_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5__","1_04_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_01___0_5__","1_12_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_koldt","0_50_l_ha","2___3","0___1","2___3","95___97_hkg_ha"
"62","0_38_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_62_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","0_95_kg_m2","___300_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_26_kg_m2","0_40_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","2___3","2___3","0___1","105___107_hkg_ha"
"63","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","25___50_%","5_5___6_5","0_54_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","1_5___2_5","25___50__","0_66_kg_m2","0_40_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","6___10__","0_60_kg_m2","0_15_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","25___50__","T_rt_og_koldt","0_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_l_ha","0___1","____4","2___3","51___53_hkg_ha"
"64","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_01___0_5_%","5_5___6_5","0_66_kg_m2","0_65_kg_m2","____250_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_34_kg_m2","1_20_kg_m2","____400_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_40_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","0___1","0___1","117___119_hkg_ha"
"65","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","5_5___6_5","0_64_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_04_kg_m2","0_80_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_18_kg_m2","0_45_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","2___3","2___3","2___3","99___101_hkg_ha"
"66","0_16_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","25___50_%","5_5___6_5","0_28_kg_m2","0_35_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","0_01___0_5__","0_68_kg_m2","0_75_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_76_kg_m2","0_35_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_koldt","0_l_ha","0___1","____4","0___1","65___67_hkg_ha"
"67","0_16_kg_m2","0_30_kg_m2","150___199_MJ_m2","15_0___16_9_C","1_5___2_5","25___50_%","2_5___3_5","0_28_kg_m2","0_30_kg_m2","___150_MJ_m2","15_0___16_9_C","1_5___2_5","2___6__","0_48_kg_m2","0_45_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","0_50_kg_m2","0_20_kg_m2","300___349_MJ_m2","____17_0_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","____4","0___1","____4","41___43_hkg_ha"
"68","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_5___1_%","3_5___4_5","0_64_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_08_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_18_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","0___1","0___1","2___3","99___101_hkg_ha"
"69","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","10___25_%","5_5___6_5","0_58_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","0_90_kg_m2","0_65_kg_m2","___300_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_20_kg_m2","0_65_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_l_ha","2___3","____4","2___3","101___103_hkg_ha"
"70","0_36_kg_m2","0_60_kg_m2","____250_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01_%","2_5___3_5","0_66_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_00_kg_m2","0_70_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","1_14_kg_m2","0_40_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_l_ha","0___1","____4","2___3","97___99_hkg_ha"
"71","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","10___25_%","3_5___4_5","0_58_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","0_01___0_5__","0_98_kg_m2","0_80_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_16_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","0___1","____4","97___99_hkg_ha"
"72","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01_%","5_5___6_5","0_48_kg_m2","0_35_kg_m2","150___199_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","0_88_kg_m2","0_75_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_12_kg_m2","0_55_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","2___3","0___1","____4","95___97_hkg_ha"
"73","0_20_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01_%","2_5___3_5","0_32_kg_m2","0_30_kg_m2","___150_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","0_68_kg_m2","0_70_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","0_84_kg_m2","0_50_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_50_l_ha","2___3","0___1","____4","71___73_hkg_ha"
"74","0_24_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","0_5___1_%","2_5___3_5","0_50_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","0_82_kg_m2","0_70_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","1_02_kg_m2","0_50_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_25_l_ha","2___3","____4","____4","85___87_hkg_ha"
"75","0_34_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_56_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","0_98_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_06_kg_m2","0_40_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","2___3","2___3","89___91_hkg_ha"
"76","0_32_kg_m2","0_60_kg_m2","150___199_MJ_m2","___13_0_C","5_5___6_5","1___2_%","5_5___6_5","0_68_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_18_kg_m2","0_90_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_36_kg_m2","0_55_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","0___1","____4","0___1","115___117_hkg_ha"
"77","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","2___6_%","5_5___6_5","0_44_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","0_98_kg_m2","0_95_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_10_kg_m2","0_45_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","2___3","2___3","2___3","91___93_hkg_ha"
"78","0_18_kg_m2","0_40_kg_m2","200___249_MJ_m2","13_0___14_9_C","1_5___2_5","50___100_%","3_5___4_5","0_50_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","0_01___0_5__","0_78_kg_m2","0_55_kg_m2","300___349_MJ_m2","____17_0_C","1_5___2_5","0_00___0_01__","0_94_kg_m2","0_45_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","____4","0___1","0___1","79___81_hkg_ha"
"79","0_22_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","10___25_%","3_5___4_5","0_50_kg_m2","0_50_kg_m2","200___249_MJ_m2","___13_0_C","2_5___3_5","0_00___0_01__","0_72_kg_m2","0_50_kg_m2","___300_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_88_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","2___3","2___3","2___3","75___77_hkg_ha"
"80","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01_%","3_5___4_5","0_40_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_74_kg_m2","0_65_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_86_kg_m2","0_40_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","2___3","____4","71___73_hkg_ha"
"81","0_26_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","2___6_%","3_5___4_5","0_56_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","6___10__","0_88_kg_m2","0_70_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_01___0_5__","0_70_kg_m2","0_00_kg_m2","300___349_MJ_m2","____17_0_C","0_0___0_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","____4","____4","59___61_hkg_ha"
"82","0_12_kg_m2","0_30_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","50___100_%","3_5___4_5","0_22_kg_m2","0_30_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","6___10__","0_48_kg_m2","0_50_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","6___10__","0_46_kg_m2","0_15_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_01___0_5__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_25_l_ha","0___1","2___3","2___3","39___41_hkg_ha"
"83","0_26_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","10___25_%","4_5___5_5","0_46_kg_m2","0_45_kg_m2","200___249_MJ_m2","____17_0_C","3_5___4_5","1___2__","1_00_kg_m2","0_95_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_24_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_25_l_ha","____4","____4","2___3","105___107_hkg_ha"
"84","0_04_kg_m2","0_20_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","50___100_%","4_5___5_5","0_16_kg_m2","0_25_kg_m2","150___199_MJ_m2","15_0___16_9_C","0_5___1_5","0_01___0_5__","0_44_kg_m2","0_60_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","0_52_kg_m2","0_30_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","0___1","____4","0___1","43___45_hkg_ha"
"85","0_14_kg_m2","0_35_kg_m2","___150_MJ_m2","15_0___16_9_C","2_5___3_5","10___25_%","3_5___4_5","0_42_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","1_5___2_5","10___25__","0_62_kg_m2","0_50_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","0_48_kg_m2","0_00_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_l_ha","0___1","____4","0___1","41___43_hkg_ha"
"86","0_10_kg_m2","0_30_kg_m2","150___199_MJ_m2","15_0___16_9_C","0_5___1_5","50___100_%","2_5___3_5","0_16_kg_m2","0_20_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","2___6__","0_46_kg_m2","0_60_kg_m2","____400_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","0_52_kg_m2","0_25_kg_m2","300___349_MJ_m2","____17_0_C","0_0___0_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","____4","2___3","2___3","43___45_hkg_ha"
